ArtikelNr,groesse,ReferenzNr,Index,Bestand
42643,"200 cm",116125,0,
42644,S,116126,0,
42644,M,116127,1,
42644,L,116128,2,
42644,XL,116129,3,
42644,XXL,116130,4,
42644,XXXL,116131,5,
42645,-,116132,0,
34294,"8,5 UK",116133,3,
42646,L,116134,0,
42648,-,116136,0,
42649,-,116137,0,
42650,"85 cm",116138,0,
42650,"95 cm",116139,1,
0,"7,0 USA Men",116140,120,
42651,"100x68 cm",116141,0,
42652,"36,0 EUR",116142,0,
42652,"36,5 EUR",116143,1,
42652,"37,0 EUR",116144,2,
42652,"37,5 EUR",116145,3,
42652,"38,0 EUR",116146,4,
42652,"38,5 EUR",116147,5,
42652,"39,0 EUR",116148,6,
42652,"40,0 EUR",116149,7,
42652,"40,5 EUR",116150,8,
42652,"41,0 EUR",116151,9,
42652,"42,0 EUR",116152,10,
42653,"34 Damen",116153,0,
42653,"36 Damen",116154,1,
42653,"38 Damen",116155,2,
42653,"40 Damen",116156,3,
42653,"42 Damen",116157,4,
42653,"44 Damen",116158,5,
42653,"46 Damen",116159,6,
42653,"48 Damen",116160,7,
42654,-,116161,0,
42655,-,116162,0,
42656,S,116163,0,
42656,M,116164,1,
42656,L,116165,2,
42656,XL,116166,3,
42656,XXL,116167,4,
42657,XS,116168,0,
42657,S,116169,1,
42657,M,116170,2,
42657,L,116171,3,
42657,XL,116172,4,
42658,-,116173,0,
42660,"36,0 EUR",116175,0,
42660,"36,5 EUR",116176,1,
42660,"37,0 EUR",116177,2,
42660,"37,5 EUR",116178,3,
42660,"38,0 EUR",116179,4,
42660,"38,5 EUR",116180,5,
42660,"39,0 EUR",116181,6,
42660,"40,0 EUR",116182,7,
42660,"40,5 EUR",116183,8,
42660,"41,0 EUR",116184,9,
42660,"42,0 EUR",116185,10,
41483,"39,0 EUR",116186,12,
42661,M,116187,0,
42662,XS,116188,0,
42662,S,116189,1,
42662,M,116190,2,
42662,L,116191,3,
42662,XL,116192,4,
42663,-,116193,0,
42664,XXXL,116194,0,
42665,"58 Herren",116195,0,
42665,"29 Herren",116196,3,
42665,"60 Herren",116197,1,
42665,"62 Herren",116198,2,
42666,S,116199,0,
42666,M,116200,1,
42666,L,116201,2,
42666,XL,116202,3,
42666,XXL,116203,4,
38996,XXL,116204,4,
42667,-,116205,0,
42669,-,116207,0,
42670,S,116208,0,
42670,M,116209,1,
42670,L,116210,2,
42670,XL,116211,3,
42670,XXL,116212,4,
42671,XS,116213,0,
42671,S,116214,1,
42671,M,116215,2,
42671,L,116216,3,
42671,XL,116217,4,
42672,"12 cm",116218,0,
42673,"40,0 EUR",116219,0,
42673,"40,5 EUR",116220,1,
42673,"41,0 EUR",116221,2,
42673,"41,5 EUR",116222,3,
42673,"42,0 EUR",116223,4,
42673,"43,0 EUR",116224,5,
42673,"43,5 EUR",116225,6,
42673,"44,0 EUR",116226,7,
42673,"44,5 EUR",116227,8,
42673,"45,0 EUR",116228,9,
42673,"46,0 EUR",116229,10,
42673,"46,5 EUR",116230,11,
42673,"47,0 EUR",116231,12,
42673,"48,0 EUR",116232,13,
42673,"48,5 EUR",116233,14,
42673,"49,0 EUR",116234,15,
42673,"49,5 EUR",116235,16,
42673,"50,0 EUR",116236,17,
42659,"3 Kg",116237,0,6.0
42674,-,116238,0,
42675,S,116239,0,
42675,M,116240,1,
42675,L,116241,2,
42675,XL,116242,3,
42675,XXL,116243,4,
42675,XXXL,116244,5,
42676,-,116245,0,3.0
42677,-,116246,0,
42678,"6,5 UK",116247,0,
42678,"7,0 UK",116248,1,
42678,"7,5 UK",116249,2,
42678,"8,0 UK",116250,3,
42678,"8,5 UK",116251,4,
42678,"9,0 UK",116252,5,
42678,"9,5 UK",116253,6,
42678,"10,0 UK",116254,7,
42678,"10,5 UK",116255,8,
42678,"11,0 UK",116256,9,
42678,"11,5 UK",116257,10,
42678,"12,0 UK",116258,11,
42678,"13,0 UK",116259,12,
42678,"14,0 UK",116260,13,
42678,"15,0 UK",116261,14,
42679,-,116262,0,
42680,-,116263,0,
42681,"26 Liter",116264,0,
42682,-,116266,0,
42683,-,116267,0,
42684,-,116268,0,
42685,-,116269,0,
42686,universal,116272,0,
42687,-,116273,0,
42688,"W 32",116274,2,
42689,M,116275,0,
42690,"800 ml",116276,0,
42691,"9,0 UK",116277,0,
42692,"500 ml",116278,0,
42693,"44,0 EUR",116279,0,
42694,XS,116280,0,
42694,S,116281,1,
42694,M,116282,2,
42694,L,116283,3,
42694,XL,116284,4,
42694,XXL,116285,5,
42695,-,116286,1,
42695,"58 Herren",116287,0,
42696,"9,5 UK",116289,1,
42040,S,116290,1,
42040,XS,116291,0,
42697,"60 Herren",116292,0,
42698,-,116293,0,
42699,-,116294,0,
42700,"34 Damen",116295,0,
42700,"36 Damen",116296,1,
42700,"38 Damen",116297,2,
42700,"40 Damen",116298,3,
42700,"42 Damen",116299,4,
42700,"44 Damen",116300,5,
42700,"46 Damen",116301,6,
42700,"48 Damen",116302,7,
42701,"6,5 UK",116303,0,
42702,-,116304,0,
42703,-,116305,0,
42704,-,116306,0,
42705,"9,0 UK",116307,6,
42706,"92 Kinder",116308,0,
42706,"104 Kinder",116309,1,
42706,"116 Kinder",116310,2,
42707,L,116311,0,
42708,-,116312,0,
42709,S,116313,0,
42709,M,116314,1,
42709,L,116315,2,
42709,XL,116316,3,
42709,XXL,116317,4,
42710,"7,0 USA Men",116318,0,
42710,"8,0 USA Men",116319,1,
42710,"9,0 USA Men",116320,2,
42710,"10,0 USA Men",116321,3,
42710,"11,0 USA Men",116322,4,
42710,"12,0 USA Men",116323,5,
42710,"13,0 USA Men",116324,6,
42710,"14,0 USA Men",116325,7,
42710,"15,0 USA Men",116326,8,
42710,"16,0 USA Men",116327,9,
42711,"44 Herren",116328,0,
42711,"46 Herren",116329,1,
42711,"48 Herren",116330,2,
42711,"50 Herren",116331,3,
42711,"52 Herren",116332,4,
42711,"54 Herren",116333,5,
42711,"56 Herren",116334,6,
42711,"58 Herren",116335,7,
42712,-,116336,0,
42713,-,116337,0,
42714,-,116338,0,
42715,-,116339,0,
42716,S,116340,0,
42716,M,116341,1,
42716,L,116342,2,
42716,XL,116343,3,
42716,XXL,116344,4,
42717,S,116345,0,
42717,M,116346,1,
42717,L,116347,2,
42717,XL,116348,3,
42717,XXL,116349,4,
42719,-,116355,0,
42720,M,116356,1,
42720,L,116357,2,
42720,S,116358,0,
42721,"3,5 UK",116359,0,
42721,"4,0 UK",116360,1,
42721,"4,5 UK",116361,2,
42721,"5,0 UK",116362,3,
42721,"5,5 UK",116363,4,
42721,"6,0 UK",116364,5,
42721,"6,5 UK",116365,6,
42721,"7,0 UK",116366,7,
42721,"7,5 UK",116367,8,
42721,"8,0 UK",116368,9,
42721,"8,5 UK",116369,10,
42721,"9,0 UK",116370,11,
42722,S,116371,0,
42723,S,116372,0,
42723,M,116373,1,
42723,L,116374,2,
42723,XL,116375,3,
42723,XXL,116376,4,
42724,S,116377,0,
42724,M,116378,1,
42724,L,116379,2,
42724,XL,116380,3,
42724,XXL,116381,4,
42725,S,116383,0,
42725,M,116384,1,
42727,"6,5 UK",116387,0,
42727,"7,0 UK",116388,1,
42727,"7,5 UK",116389,2,
42727,"8,0 UK",116390,3,
42727,"8,5 UK",116391,4,
42727,"9,0 UK",116392,5,
42727,"9,5 UK",116393,6,
42727,"10,0 UK",116394,7,
42727,"10,5 UK",116395,8,
42727,"11,0 UK",116396,9,
42727,"11,5 UK",116397,10,
42727,"12,0 UK",116398,11,
42727,"12,5 UK",116399,12,
42727,"13,0 UK",116400,13,
42728,"4,5 UK",116401,2,
42728,"5,0 UK",116402,3,
42728,"5,5 UK",116403,4,
42728,"6,0 UK",116404,5,
42728,"6,5 UK",116405,6,
42728,"7,0 UK",116406,7,
42728,"7,5 UK",116407,8,
42728,"8,0 UK",116408,9,
42728,"4,0 UK",116409,1,
42728,"3,5 UK",116410,0,
42728,"8,5 UK",116411,10,
42728,"9,0 UK",116412,11,
42729,"5,5 UK",116413,4,
42729,"3,5 UK",116414,0,
42729,"4,0 UK",116415,1,
42729,"4,5 UK",116416,2,
42729,"5,0 UK",116417,3,
42729,"6,0 UK",116418,5,
42729,"6,5 UK",116419,6,
42729,"7,0 UK",116420,7,
42729,"7,5 UK",116421,8,
42729,"8,0 UK",116422,9,
42729,"8,5 UK",116423,11,
42729,"9,0 UK",116424,12,
42730,-,116425,0,
42731,-,116426,0,
42732,"58 Herren",116427,0,
42732,"29 Herren",116428,1,
42733,"46 Herren",116429,0,
42733,"48 Herren",116430,1,
42733,"50 Herren",116431,2,
42733,"52 Herren",116432,3,
42733,"54 Herren",116433,4,
42733,"56 Herren",116434,5,
42733,"24 Herren",116435,6,
42733,"25 Herren",116436,7,
42733,"26 Herren",116437,8,
42733,"27 Herren",116438,9,
42733,"28 Herren",116439,10,
42733,"98 Herren",116440,12,
42733,"100 Herren",116441,13,
42733,"102 Herren",116442,14,
42733,"106 Herren",116443,15,
42733,"110 Herren",116444,16,
42734,-,116445,0,
42735,"10,5 UK",116446,0,
42736,"10,5 UK",116447,0,
40202,"8,0 UK",116448,0,
42737,-,116449,0,
42738,"110 Kinder",116450,0,
42739,-,116452,0,
42733,"29 Herren",116453,11,
42740,"5,0 USA Damen",116454,0,
42740,"6,0 USA Damen",116455,1,
42740,"7,0 USA Damen",116456,2,
42740,"8,0 USA Damen",116457,3,
42740,"9,0 USA Damen",116458,4,
42740,"10,0 USA Damen",116459,5,
42740,"11,0 USA Damen",116460,6,
42741,XXS,116461,0,
42741,XS,116462,1,
42741,S,116463,2,
42741,M,116464,3,
42741,L,116465,4,
42741,XL,116466,5,
42742,"30 Liter",116467,0,
42743,25-27,116468,0,
42744,"44 Damen",116469,0,
42745,-,116470,0,
42746,S,116471,0,
42746,M,116472,1,
42746,L,116473,2,
42746,XL,116474,3,
42746,XXL,116475,4,
42746,XXXL,116476,5,
42747,-,116477,0,
42748,"40 Liter",116478,0,
42751,"160 g",116481,0,
42752,"250 g",116482,0,
42753,"250 g",116484,0,
42754,"250 g",116485,0,
42756,"70 g",116487,0,
42757,-,116488,0,
42758,-,116489,0,
42759,"900 g",116491,0,
42760,-,116492,0,
42761,"36,0 EUR",116493,0,
42761,"37,0 EUR",116494,1,
42761,"38,0 EUR",116495,2,
42761,"39,0 EUR",116496,3,
42761,"40,0 EUR",116497,4,
42762,"26,0 EUR",116498,1,
42762,"28,0 EUR",116499,2,
42762,"29,0 EUR",116500,3,
42762,"30,0 EUR",116501,4,
42762,"31,0 EUR",116502,5,
42762,"33,0 EUR",116503,6,
42762,"34,0 EUR",116504,7,
42762,"35,0 EUR",116505,8,
42762,"25,0 EUR",116506,0,
42762,"37,0 EUR",116507,10,
42762,"38,0 EUR",116508,11,
42762,"39,0 EUR",116509,12,
42762,"36,0 EUR",116510,9,
42763,"26,0 EUR",116511,1,
42763,"28,0 EUR",116512,2,
42763,"29,0 EUR",116513,3,
42763,"30,0 EUR",116514,4,
42763,"31,0 EUR",116515,5,
42763,"33,0 EUR",116516,6,
42763,"34,0 EUR",116517,7,
42763,"35,0 EUR",116518,8,
42763,"25,0 EUR",116519,0,
42763,"37,0 EUR",116520,10,
42763,"38,0 EUR",116521,11,
42763,"39,0 EUR",116522,12,
42763,"36,0 EUR",116523,9,
42764,XL,116524,0,
42750,"90 g",116526,0,
42765,-,116527,0,
42755,"90 g",116528,0,
42766,-,116529,0,
42767,-,116530,0,
42768,-,116531,0,
5446,42-43,116532,1,
42770,"9,0 USA Damen",116534,0,
42771,-,116535,0,
42772,-,116536,0,
42773,-,116537,0,
42774,-,116538,0,
42775,-,116539,0,
42776,-,116540,0,
42777,-,116541,0,
42778,-,116542,0,
42779,-,116543,0,
42780,-,116544,0,
42781,-,116545,0,
42782,-,116546,0,
42783,-,116547,0,
42784,-,116548,0,
42785,-,116549,0,
42786,-,116550,0,
42787,-,116551,0,
42788,-,116552,0,
42789,-,116553,0,
42790,-,116554,0,
42791,-,116555,0,
42792,-,116556,0,
42793,-,116557,0,
42794,-,116558,0,
42795,-,116559,0,
42796,"10 cm",116560,0,
42797,XXS,116561,0,
42797,XS,116562,1,
42797,S,116563,2,
42797,M,116564,3,
42797,L,116565,4,
42797,XL,116566,5,
42798,-,116567,0,
42799,-,116568,0,
42800,36-39,116569,0,
42800,40-44,116570,1,
42800,45-48,116571,2,
42801,-,116572,0,
42802,-,116573,0,
42803,-,116574,0,
42804,-,116575,0,
42805,-,116576,0,
42806,-,116577,0,
42807,-,116578,0,
42808,-,116579,0,
42809,"100 g",116580,0,
42810,S,116581,0,
42810,M,116582,1,
42810,L,116583,2,
42810,XL,116584,3,
42810,XXL,116585,4,
42810,XXXL,116586,5,
42749,"65 g",116587,0,
42811,-,116588,0,
42812,XS,116589,0,
42812,S,116590,1,
42812,M,116591,2,
42812,L,116592,3,
42812,XL,116593,4,
42812,XXL,116594,5,
42812,XXXL,116595,6,
42813,S,116596,0,
42813,M,116597,1,
42813,L,116598,2,
42813,XL,116599,3,
42813,XXL,116600,4,
42814,"8,0 UK",116601,1,
42814,"3,0 UK",116602,0,
42815,"9 Tassen",116603,0,
42816,S,116604,0,
42816,M,116605,1,
42816,L,116606,2,
42816,XL,116607,3,
42816,XXL,116608,4,
42817,"0,7 Liter",116609,0,
42818,S,116610,0,
42818,M,116611,1,
42818,L,116612,2,
42818,XL,116613,3,1.0
42818,XXL,116614,4,
42818,XXXL,116615,5,2.0
42819,XS,116616,0,
42819,S,116617,1,
42819,M,116618,2,
42819,L,116619,3,
42819,XL,116620,4,
42696,"9,0 UK",116621,0,
42820,M,116622,0,
42821,"250 g",116623,0,6.0
42822,-,116624,0,2.0
42823,"42 Damen",116626,0,
42824,XS,116627,0,
42824,S,116628,1,
42824,M,116629,2,
42824,L,116630,3,
42824,XL,116631,4,
42825,"36 Damen",116633,0,
42825,"38 Damen",116634,1,
42826,"42 Damen",116635,0,
42827,S,116636,0,
42827,M,116637,1,
42827,L,116638,2,
42827,XL,116639,3,
42827,XXL,116640,4,
42828,S,116641,0,
42828,M,116642,1,
42828,L,116643,2,
42828,XL,116644,3,
42828,XXL,116645,4,
42829,"6,0 UK",116646,0,
42829,"8,5 UK",116647,4,
42829,"9,0 UK",116648,5,
42829,"9,5 UK",116649,6,
42829,"10,0 UK",116650,7,
42829,"10,5 UK",116651,8,
42829,"11,0 UK",116652,9,
42829,"11,5 UK",116653,10,
42829,"12,0 UK",116654,11,
42829,"7,5 UK",116655,2,
42829,"8,0 UK",116656,3,
42829,"7,0 UK",116657,1,
42830,S,116658,0,
42830,M,116659,1,
42830,L,116660,2,
42830,XL,116661,3,
42830,XXL,116662,4,
42831,XS,116663,0,
42831,S,116664,1,
42831,M,116665,2,
42831,L,116666,3,
42831,XL,116667,4,
42738,"122 Kinder",116668,1,
42832,"8,0 Liter",116670,0,
42833,XL,116671,0,
42834,S,116672,0,
42834,M,116673,1,
42835,XS,116674,0,
42835,S,116675,1,
42835,M,116676,2,
42836,L,116677,2,
42837,M,116678,0,
42838,M,116679,0,
42839,S,116680,0,
42839,M,116681,1,
42839,L,116682,2,
42839,XL,116683,3,
42840,S,116684,0,
42825,"40 Damen",116685,2,
42841,-,116686,0,
42842,"59 Liter",116687,0,
40781,"30 Kinder",116688,2,
42843,-,116689,0,
42845,-,116691,0,
42846,-,116692,0,
42847,"1 liter",116694,0,
42849,-,116696,0,
42850,XS-M,116697,0,
42851,-,116698,0,
42852,universal,116699,0,
24552,"3,0 Liter",116700,0,
35458,"6,5 UK",116701,6,
35458,"7,0 UK",116702,7,
35458,"7,5 UK",116703,8,
35458,"8,0 UK",116704,9,
42853,-,116707,0,
42854,XS,116708,0,
42854,S,116709,1,
42854,M,116710,2,
42854,L,116711,3,
42854,XL,116712,4,
42854,XXL,116713,5,
42855,XS,116714,0,
42855,S,116715,1,
42855,M,116716,2,
42855,L,116717,3,
42855,XL,116718,4,
42855,XXL,116719,5,
42856,-,116720,0,5.0
42857,"38 mm",116721,0,
42858,XXL,116722,4,
42858,S,116723,0,
42858,M,116724,1,
42858,L,116725,2,
42858,XL,116726,3,
40417,"473 ml",116727,0,
42859,"350 ml",116728,0,1.0
42860,"6,0 UK",116729,0,
42860,"6,5 UK",116730,1,
42860,"7,0 UK",116731,2,
42860,"7,5 UK",116732,3,
42860,"8,0 UK",116733,4,
42860,"8,5 UK",116734,5,
42860,"9,0 UK",116735,6,
42860,"9,5 UK",116736,7,
42860,"10,0 UK",116737,8,
42860,"10,5 UK",116738,9,
42860,"11,0 UK",116739,10,
42860,"11,5 UK",116740,11,
42860,"12,0 UK",116741,12,
42861,XS,116742,0,
42861,S,116743,1,
42861,M,116744,2,
42861,L,116745,3,
42861,XL,116746,4,
42862,XS,116747,0,
42862,S,116748,1,
42862,M,116749,2,
42862,L,116750,3,
42862,XL,116751,4,
42863,XS,116752,0,
42863,S,116753,1,
42863,M,116754,2,
42863,L,116755,3,
42863,XL,116756,4,
42864,XS,116757,0,
42864,S,116758,1,
42864,M,116759,2,
42864,L,116760,3,
42864,XL,116761,4,
42865,XS,116762,0,
42865,S,116763,1,
42865,M,116764,2,
42865,L,116765,3,
42865,XL,116766,4,
42866,XS,116767,0,
42866,S,116768,1,
42866,M,116769,2,
42866,L,116770,3,
42866,XL,116771,4,
42867,XS,116772,0,
42867,S,116773,1,
42867,M,116774,2,
42867,L,116775,3,
42867,XL,116776,4,
42868,XS,116777,0,
42868,S,116778,1,
42868,M,116779,2,
42868,L,116780,3,
42868,XL,116781,4,
42869,XS,116782,0,
42869,S,116783,1,
42869,M,116784,2,
42869,L,116785,3,
42869,XL,116786,4,
42870,XS,116787,0,
42870,S,116788,1,
42870,M,116789,2,
42870,L,116790,3,
42870,XL,116791,4,
42871,XS,116792,0,
42871,S,116793,1,
42871,M,116794,2,
42871,L,116795,3,
42871,XL,116796,4,
42872,XS,116797,0,
42872,S,116798,1,
42872,M,116799,2,
42872,L,116800,3,
42872,XL,116801,4,
42873,"34 Damen",116802,0,
42873,"36 Damen",116803,1,
42873,"38 Damen",116804,2,
42873,"40 Damen",116805,3,
42873,"42 Damen",116806,4,
42873,"44 Damen",116807,5,
42873,"46 Damen",116808,6,
42874,XS,116809,0,
42874,S,116810,1,
42874,M,116811,2,
42874,L,116812,3,
42874,XL,116813,4,
42875,XS,116814,0,
42875,S,116815,1,
42875,M,116816,2,
42875,L,116817,3,
42875,XL,116818,4,
42876,XS,116819,0,
42876,S,116820,1,
42876,M,116821,2,
42876,L,116822,3,
42876,XL,116823,4,
42877,XS,116824,0,
42877,S,116825,1,
42877,M,116826,2,
42877,L,116827,3,
42877,XL,116828,4,
42878,XS,116829,0,
42878,S,116830,1,
42878,M,116831,2,
42878,L,116832,3,
42878,XL,116833,4,
42879,XS,116834,0,
42879,S,116835,1,
42879,M,116836,2,
42879,L,116837,3,
42879,XL,116838,4,
42880,XS,116839,0,
42880,S,116840,1,
42880,M,116841,2,
42880,L,116842,3,
42880,XL,116843,4,
42880,XXL,116844,5,
42881,XS,116845,0,
42881,S,116846,1,
42881,M,116847,2,
42881,L,116848,3,
42881,XL,116849,4,
42881,XXL,116850,5,
42882,XS,116851,0,
42882,S,116852,1,
42882,M,116853,2,
42882,L,116854,3,
42882,XL,116855,4,
42882,XXL,116856,5,
42883,S,116857,0,
42883,M,116858,1,
42883,L,116859,2,
42883,XL,116860,3,
42883,XXL,116861,4,
40675,M,116862,2,
40675,L,116863,3,
40675,XL,116864,4,
40675,XS,116865,0,
42545,M,116866,2,
42545,L,116867,3,
42545,XL,116868,4,
42545,XS,116869,0,
42884,S,116870,1,
42884,M,116871,2,
42884,L,116872,3,
42884,XL,116873,4,
42884,XS,116874,0,
42885,XS,116875,0,
42885,S,116876,1,
42885,M,116877,2,
42885,L,116878,3,
42885,XL,116879,4,
42886,S,116880,0,
42886,M,116881,1,
42886,L,116882,2,
42886,XL,116883,3,
42886,XXL,116884,4,
42887,S,116885,0,
42887,M,116886,1,
42887,L,116887,2,
42887,XL,116888,3,
42887,XXL,116889,4,
42888,S,116890,0,
42888,M,116891,1,
42888,L,116892,2,
42888,XL,116893,3,
42888,XXL,116894,4,
42889,S,116895,0,
42889,M,116896,1,
42889,L,116897,2,
42889,XL,116898,3,
42889,XXL,116899,4,
42890,S,116900,0,
42890,M,116901,1,
42890,L,116902,2,
42890,XL,116903,3,
42890,XXL,116904,4,
42891,S,116905,0,
42891,M,116906,1,
42891,L,116907,2,
42891,XL,116908,3,
42891,XXL,116909,4,
42894,universal,116922,0,
42895,universal,116923,0,
18585,M,116924,1,
18585,XL,116925,3,
42896,-,116926,0,
42897,-,116927,0,
42898,"26 Liter",116928,0,
42899,"26 Liter",116929,0,
42900,"1 liter",116930,0,
42901,"1 liter",116931,0,
42902,"1 liter",116932,0,
42903,"1 liter",116933,0,
42904,"8 Liter",116934,0,
42905,"8 Liter",116935,0,1.0
42906,"28 Liter",116936,0,
42907,"28 Liter",116937,0,
42908,"60 Liter",116938,0,
42909,"60 Liter",116939,0,
42910,-,116940,0,
42911,-,116941,0,
42912,"24 Liter",116942,0,
0,"24 Liter",116943,127,
41915,"50 Herren",116944,3,1.0
42913,"60 Herren",116946,8,
42914,"34 Damen",116947,0,
42914,"36 Damen",116948,1,
42914,"38 Damen",116949,2,
42914,"40 Damen",116950,3,
42914,"42 Damen",116951,4,
42914,"44 Damen",116952,5,
42914,"46 Damen",116953,6,
42915,XS,116954,0,
42915,S,116955,1,
42915,M,116956,2,
42915,L,116957,3,
42915,XL,116958,4,
42916,XS,116959,0,
42916,S,116960,1,
42916,M,116961,2,
42916,L,116962,3,
42916,XL,116963,4,
42917,XS,116964,0,
42917,S,116965,1,
42917,M,116966,2,
42917,L,116967,3,
42917,XL,116968,4,
42918,S,116969,0,
42918,M,116970,1,
42918,L,116971,2,
42918,XL,116972,3,
42918,XXL,116973,4,
42919,XS,116974,0,
42919,S,116975,1,
42919,M,116976,2,
42919,L,116977,3,
42919,XL,116978,4,
42919,XXL,116979,5,
42920,S,116980,0,
42920,M,116981,1,
42920,L,116982,2,
42920,XL,116983,3,
42920,XXL,116984,4,
42921,S,116985,0,
42921,M,116986,1,
42921,L,116987,2,
42921,XL,116988,3,
42921,XXL,116989,4,
42922,S,116990,0,
42922,M,116991,1,
42922,L,116992,2,
42922,XL,116993,3,
42922,XXL,116994,4,
42923,universal,116995,0,
42924,universal,116996,0,
42925,universal,116997,0,
42926,S,116998,0,
42926,M,116999,1,
42926,L,117000,2,
42926,XL,117001,3,
42926,XXL,117002,4,
42927,-,117003,0,
42928,S,117004,0,
42928,M,117005,1,
42928,L,117006,2,
42928,XL,117007,3,
42928,XXL,117008,4,
42928,XXXL,117009,5,
42929,-,117010,0,
42930,-,117011,0,
42931,"45 Liter",117013,0,
42932,"35 Liter",117014,0,
42933,"35 Liter",117015,0,
42934,"20 Liter",117016,0,
42935,"35 Liter",117017,0,
42936,"3 Liter",117019,0,
42937,"3 Liter",117020,0,
42938,"3 Liter",117021,0,
42939,"35 Liter",117022,0,
42940,"35 Liter",117023,0,
42941,"35 Liter",117024,0,
42942,"14 Liter",117025,0,
42943,XXS,117026,0,
42943,XS,117027,1,
42943,S,117028,2,
42943,M,117029,3,
42943,L,117030,4,
42943,XL,117031,5,
42944,XXS,117032,0,
42944,XS,117033,1,
42944,S,117034,2,
42944,M,117035,3,
42944,L,117036,4,
42944,XL,117037,5,
42945,XXS,117038,0,
42945,XS,117039,1,
42945,S,117040,2,
42945,M,117041,3,
42945,L,117042,4,
42945,XL,117043,5,
42946,XXS,117044,0,
42946,XS,117045,1,
42946,S,117046,2,
42946,M,117047,3,
42946,L,117048,4,
42946,XL,117049,5,
42946,XXL,117050,6,
42947,XXS,117051,0,
42947,XS,117052,1,
42947,S,117053,2,
42947,M,117054,3,
42947,L,117055,4,
42947,XL,117056,5,
42947,XXL,117057,6,
42948,XXS,117058,0,
42948,XS,117059,1,
42948,S,117060,2,
42948,M,117061,3,
42948,L,117062,4,
42948,XL,117063,5,
42948,XXL,117064,6,
42949,XXS,117065,0,
42949,XS,117066,1,
42949,S,117067,2,
42949,M,117068,3,
42949,L,117069,4,
42949,XL,117070,5,
42949,XXL,117071,6,
42950,XXS,117072,0,
42950,XS,117073,1,
42950,S,117074,2,
42950,M,117075,3,
42950,L,117076,4,
42950,XL,117077,5,
42950,XXL,117078,6,
42951,XXS,117079,0,
42951,XS,117080,1,
42951,S,117081,2,
42951,M,117082,3,
42951,L,117083,4,
42951,XL,117084,5,
42951,XXL,117085,6,
42952,XXS,117086,0,
42952,XS,117087,1,
42952,S,117088,2,
42952,M,117089,3,
42952,L,117090,4,
42952,XL,117091,5,
42952,XXL,117092,6,
42953,XS,117093,0,
42953,S,117094,1,
42953,M,117095,2,
42953,L,117096,3,
42953,XL,117097,4,
42953,XXL,117098,5,
42954,XS,117099,0,
42954,S,117100,1,
42954,M,117101,2,
42954,L,117102,3,
42954,XL,117103,4,
42954,XXL,117104,5,
42955,XS,117105,0,
42955,S,117106,1,
42955,M,117107,2,
42955,L,117108,3,
42955,XL,117109,4,
42955,XXL,117110,5,
42956,XS,117111,0,
42956,S,117112,1,
42956,M,117113,2,
42956,L,117114,3,
42956,XL,117115,4,
42956,XXL,117116,5,
42957,XS,117117,0,
42957,S,117118,1,
42957,M,117119,2,
42957,L,117120,3,
42957,XL,117121,4,
42957,XXL,117122,5,
41097,XXL,117123,6,
42958,XXS,117124,0,
42958,XS,117125,1,
42958,S,117126,2,
42958,M,117127,3,
42958,L,117128,4,
42958,XL,117129,5,
42958,XXL,117130,6,
42959,XXS,117131,0,
42959,XS,117132,1,
42959,S,117133,2,
42959,M,117134,3,
42959,L,117135,4,
42959,XL,117136,5,
42959,XXL,117137,6,
42960,XXS,117138,0,
42960,XS,117139,1,
42960,S,117140,2,
42960,M,117141,3,
42960,L,117142,4,
42960,XL,117143,5,
42961,XXS,117144,0,
42961,XS,117145,1,
42961,S,117146,2,
42961,M,117147,3,
42961,L,117148,4,
42961,XL,117149,5,
42961,XXL,117150,6,
42962,XXS,117151,0,
42962,XS,117152,1,
42962,S,117153,2,
42962,M,117154,3,
42962,L,117155,4,
42962,XL,117156,5,
42962,XXL,117157,6,
42963,XXS,117158,0,
42963,XS,117159,1,
42963,S,117160,2,
42963,M,117161,3,
42963,L,117162,4,
42963,XL,117163,5,
42963,XXL,117164,6,
42964,XXS,117165,0,
42964,XS,117166,1,
42964,S,117167,2,
42964,M,117168,3,
42964,L,117169,4,
42964,XL,117170,5,
42964,XXL,117171,6,
42965,XXS,117172,0,
42965,XS,117173,1,
42965,S,117174,2,
42965,M,117175,3,
42965,L,117176,4,
42965,XL,117177,5,
42965,XXL,117178,6,
42966,XXS,117179,0,
42966,XS,117180,1,
42966,S,117181,2,
42966,M,117182,3,
42966,L,117183,4,
42966,XL,117184,5,
42966,XXL,117185,6,
42967,XXS,117186,0,
42967,XS,117187,1,
42967,S,117188,2,
42967,M,117189,3,
42967,L,117190,4,
42967,XL,117191,5,
42967,XXL,117192,6,
42968,XXS,117193,0,
42968,XS,117194,1,
42968,S,117195,2,
42968,M,117196,3,
42968,L,117197,4,
42968,XL,117198,5,
42968,XXL,117199,6,
42969,"34 Damen",117200,0,
42969,"36 Damen",117201,1,
42969,"38 Damen",117202,2,
42969,"40 Damen",117203,3,
42969,"42 Damen",117204,4,
42969,"44 Damen",117205,5,
42969,"46 Damen",117206,6,
42969,"48 Damen",117207,7,
42970,"34 Damen",117208,0,
42970,"36 Damen",117209,1,
42970,"38 Damen",117210,2,
42970,"40 Damen",117211,3,
42970,"42 Damen",117212,4,
42970,"44 Damen",117213,5,
42970,"46 Damen",117214,6,
42970,"48 Damen",117215,7,
42971,"34 Damen",117216,0,
